Record,Survey,Study_Area,Light,Snow,Sky_code,Pilot,Duration,Flight_spe,Altitude__,Header,Name,Date,lat,lon,Altitude,Observer,OBS,Transect,Group_Size,Heading_Di,Position,Time,Distance_C,Activity,Initial_Ob,At_or_Past,Cover,Notes,X,Y
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,184,3/4/2016,43.053797,-84.818649,390.571625,MW/CS,1,3,5,S,R,14:42:04Z,B,B,M,@,W,,596070,278790
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,185,3/4/2016,42.9931,-84.819009,404.811096,MW/CS,1,3,7,S,R,14:42:04Z,A,B,M,@,B,,596138,272050
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,186,3/4/2016,43.10363,-84.758807,388.718903,MW/CS,1,4,2,N,R,14:42:04Z,C,M,M,P,W,,600859,284395
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,187,3/4/2016,43.124408,-84.758713,395.231842,MW/CS,1,4,2,N,R,14:42:04Z,D,S,M,@,O,,600832,286703
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,188,3/4/2016,43.098451,-84.758742,400.388245,MW/CS,1,4,5,S,R,14:42:04Z,A,S,M,@,W,,600873,283820
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,189,3/4/2016,43.078751,-84.759171,391.800934,MW/CS,1,4,2,S,R,14:42:04Z,D,S,M,P,W,,600871,281633
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,190,3/4/2016,43.091245,-84.700034,407.384979,MW/CS,1,5,6,N,R,14:42:04Z,E,S,M,P,O,,605663,283094
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,191,3/4/2016,43.115157,-84.699473,404.278381,MW/CS,1,5,2,N,R,14:42:04Z,B,S,M,@,W,,605666,285750
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,192,3/4/2016,43.143696,-84.699613,405.317352,MW/CS,1,5,6,N,R,14:42:04Z,C,S,M,@,W,,605605,288919
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,193,3/4/2016,43.114127,-84.699646,392.641937,MW/CS,1,5,2,S,R,14:42:04Z,C,S,M,@,W,,605654,285635
,3,Maple River,Bright,Complete (beds look like deer),0,Jacobs,,90,500,Waypoint,194,3/4/2016,43.109546,-84.699726,385.906708,MW/CS,1,5,5,S,R,14:42:04Z,C,B,M,@,W,,605656,285127
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,117,2/26/2016,42.97367,-84.93633,1244 ft,SC/KJ,2,1,4,N,L,11:02:00 AM,B,M,S,@,W,,586603,269762
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,118,2/26/2016,43.02555,-84.93626,1293 ft,SC/KJ,2,1,6,N,L,11:04:00 AM,C,B,K,@,W,,586534,275523
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,119,2/26/2016,43.06114,-84.9364,1241 ft,SC/KJ,2,1,3,N,L,11:06:00 AM,D,S,K,@,O,,586471,279474
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,120,2/26/2016,43.06554,-84.93632,1223 ft,SC/KJ,2,1,2,N,L,11:06:00 AM,B,S,K,@,W,,586471,279963
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,121,2/26/2016,43.06921,-84.93631,1211 ft,SC/KJ,2,1,5,N,L,11:06:00 AM,C,B,K,@,W,,586466,280370
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,122,2/26/2016,43.07939,-84.93621,1245 ft,SC/KJ,2,1,10,N,L,11:06:00 AM,C,B,K,@,W,,586460,281501
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,123,2/26/2016,43.14748,-84.9355,1287 ft,SC/KJ,2,1,2,N,L,11:09:00 AM,A,B,S,@,W,,586419,289063
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,124,2/26/2016,43.14325,-84.93565,1244 ft,SC/KJ,2,1,2,S,L,11:10:00 AM,B,S,S,@,W,,586413,288593
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,125,2/26/2016,43.13691,-84.93566,1244 ft,SC/KJ,2,1,6,S,L,11:11:00 AM,A,S,S,@,W,,586422,287889
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,126,2/26/2016,43.12188,-84.93588,1239 ft,SC/KJ,2,1,3,S,L,11:11:00 AM,B,S,S,@,W,,586425,286219
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,127,2/26/2016,43.11343,-84.93596,1277 ft,SC/KJ,2,1,7,S,L,11:12:00 AM,B,S,S,@,W,,586431,285281
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,128,2/26/2016,43.03812,-84.93627,1300 ft,SC/KJ,2,1,1,S,L,11:15:00 AM,C,S,S,@,O,,586515,276918
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,129,2/26/2016,43.02929,-84.93621,1289 ft,SC/KJ,2,1,4,S,L,11:15:00 AM,A,S,K,@,W,,586532,275938
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,130,2/26/2016,43.00853,-84.93618,1290 ft,SC/KJ,2,1,1,S,L,11:16:00 AM,B,S,S,@,W,,586565,273633
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,131,2/26/2016,42.96983,-84.93589,1257 ft,SC/KJ,2,1,7,S,L,11:18:00 AM,A,B,S,@,W,,586644,269336
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,132,2/26/2016,42.99308,-84.87674,1313 ft,SC/KJ,2,2,8,N,L,11:21:00 AM,A,B,S,@,W,,591432,271982
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,133,2/26/2016,43.01029,-84.87668,1338 ft,SC/KJ,2,2,6,N,L,11:21:00 AM,C,S,S,@,O,,591411,273893
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,134,2/26/2016,43.03887,-84.8764,1303 ft,SC/KJ,2,2,10,N,L,11:23:00 AM,A,B,K,@,W,,591390,277067
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,135,2/26/2016,43.04644,-84.87665,1312 ft,SC/KJ,2,2,5,N,L,11:23:00 AM,B,B,S,@,W,,591358,277907
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,136,2/26/2016,43.05528,-84.87672,1279 ft,SC/KJ,2,2,6,N,L,11:23:00 AM,C,B,S,P,W,,591339,278888
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,137,2/26/2016,43.09418,-84.87629,1326 ft,SC/KJ,2,2,9,N,L,11:25:00 AM,B,S,S,@,W,,591315,283208
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,138,2/26/2016,43.10213,-84.8762,1320 ft,SC/KJ,2,2,3,N,L,11:25:00 AM,C,B,S,@,W,,591310,284091
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,139,2/26/2016,43.14233,-84.87611,1312 ft,SC/KJ,2,2,3,N,L,11:27:00 AM,B,B,S,@,W,,591256,288555
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,140,2/26/2016,43.15814,-84.87601,1279 ft,SC/KJ,2,2,4,N,L,11:27:00 AM,D,S,S,@,O,,591240,290311
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,141,2/26/2016,43.16141,-84.87592,1274 ft,SC/KJ,2,2,6,N,L,11:27:00 AM,D,M,S,@,O,,591242,290674
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,170,2/26/2016,43.08219,-84.87652,1284 ft,SC/KJ,2,2,2,S,L,11:32:00 AM,C,S,S,@,W,,591314,281877
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,171,2/26/2016,43.03867,-84.87677,1267 ft,SC/KJ,2,2,3,S,L,11:34:00 AM,B,B,S,@,W,,591360,277044
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,172,2/26/2016,43.01534,-84.87696,1194 ft,SC/KJ,2,2,8,S,L,11:35:00 AM,B,B,S,@,W,,591380,274453
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,173,2/26/2016,42.99485,-84.87707,1204 ft,SC/KJ,2,2,5,S,L,11:35:00 AM,C,S,S,@,W,,591402,272178
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,174,2/26/2016,42.9928,-84.81871,1274 ft,SC/KJ,2,3,3,N,L,11:39:00 AM,C,S,S,@,W,,596162,272017
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,175,2/26/2016,42.99479,-84.81867,1292 ft,SC/KJ,2,3,1,N,L,11:39:00 AM,B,S,S,@,O,,596162,272238
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,176,2/26/2016,43.00288,-84.81869,1266 ft,SC/KJ,2,3,5,N,L,11:39:00 AM,C,M,S,@,O,,596148,273137
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,177,2/26/2016,43.0148,-84.81878,1288 ft,SC/KJ,2,3,16,N,L,11:40:00 AM,D,M,S,P,O,PAST 0.5 MILES,596122,274460
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,178,2/26/2016,43.05589,-84.81874,1283 ft,SC/KJ,2,3,4,N,L,11:41:00 AM,B,B,S,@,W,,596059,279023
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,179,2/26/2016,43.07276,-84.81898,1267 ft,SC/KJ,2,3,12,N,L,11:42:00 AM,C,S,S,@,W,,596013,280895
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,180,2/26/2016,43.13851,-84.81798,1284 ft,SC/KJ,2,3,3,N,L,11:45:00 AM,D,S,S,@,W,,595989,288197
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,181,2/26/2016,43.11496,-84.81865,1268 ft,SC/KJ,2,3,3,S,L,11:50:00 AM,D,B,S,@,W,,595972,285582
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,182,2/26/2016,43.11032,-84.8186,1285 ft,SC/KJ,2,3,3,S,L,11:50:00 AM,D,S,K,@,O,,595983,285067
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,183,2/26/2016,43.05529,-84.81867,1264 ft,SC/KJ,2,3,5,S,L,11:52:00 AM,C,S,S,@,W,,596066,278956
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,184,2/26/2016,43.04137,-84.81903,1287 ft,SC/KJ,2,3,16,S,L,11:53:00 AM,C,B,S,@,W,,596059,277410
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,185,2/26/2016,42.99059,-84.81895,1299 ft,SC/KJ,2,3,5,S,L,11:55:00 AM,B,B,S,@,W,,596146,271772
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,186,2/26/2016,43.09905,-84.75872,1286 ft,SC/KJ,2,4,6,N,L,12:01:00 PM,C,S,K,@,O,,600874,283887
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,187,2/26/2016,43.15949,-84.75833,1310 ft,SC/KJ,2,4,1,N,L,12:03:00 PM,C,S,K,@,W,,600804,290599
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,188,2/26/2016,43.16734,-84.75797,1303 ft,SC/KJ,2,4,2,N,L,12:04:00 PM,D,B,S,@,W,,600820,291471
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,189,2/26/2016,43.1717,-84.75815,1256 ft,SC/KJ,2,4,4,S,L,12:07:00 PM,D,S,S,@,O,,600798,291955
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,190,2/26/2016,43.15415,-84.75861,1228 ft,SC/KJ,2,4,1,S,L,12:07:00 PM,D,S,S,@,W,,600790,290005
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,191,2/26/2016,43.12533,-84.75862,1272 ft,SC/KJ,2,4,4,S,L,12:09:00 PM,C,S,S,@,O,,600838,286805
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,192,2/26/2016,43.09881,-84.75886,1239 ft,SC/KJ,2,4,3,S,L,12:10:00 PM,D,B,S,@,W,,600863,283860
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,193,2/26/2016,43.02399,-84.69956,1280 ft,SC/KJ,2,5,4,N,L,12:16:00 PM,D,S,S,@,W/R,,605819,275627
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,194,2/26/2016,43.05202,-84.69967,1287 ft,SC/KJ,2,5,5,N,L,12:17:00 PM,C,,S,@,W,,605761,278739
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,195,2/26/2016,43.07292,-84.69981,1276 ft,SC/KJ,2,5,2,N,L,12:18:00 PM,B,B,S,@,W,,605713,281060
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,196,2/26/2016,43.10683,-84.69922,1308 ft,SC/KJ,2,5,4,N,L,12:20:00 PM,B,S,S,@,W,,605702,284826
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,197,2/26/2016,43.11015,-84.69931,1285 ft,SC/KJ,2,5,3,N,L,12:20:00 PM,C,S,S,@,W,,605688,285194
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,198,2/26/2016,43.16867,-84.69944,1314 ft,SC/KJ,2,5,13,N,L,12:22:00 PM,A,B,S,@,W,,605575,291692
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,199,2/26/2016,43.1207,-84.69988,1236 ft,SC/KJ,2,5,9,S,L,12:28:00 PM,A,B,S,@,W,,605623,286365
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,200,2/26/2016,43.11642,-84.7,1238 ft,SC/KJ,2,5,9,S,L,12:28:00 PM,B,B,S,@,W,,605621,285890
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,201,2/26/2016,43.10634,-84.69975,1194 ft,SC/KJ,2,5,3,S,L,12:28:00 PM,A,S,S,@,W,,605659,284771
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,202,2/26/2016,43.10114,-84.6998,1244 ft,SC/KJ,2,5,12,S,L,12:29:00 PM,C,B,S,@,W,,605664,284193
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,203,2/26/2016,43.08417,-84.6999,1271 ft,SC/KJ,2,5,5,S,L,12:29:00 PM,D,S,S,@,O,,605686,282309
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,204,2/26/2016,43.03961,-84.7,1329 ft,SC/KJ,2,5,2,S,L,12:31:00 PM,E,S,S,@,O,,605756,277361
2/26/2016,1,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,205,2/26/2016,43.02439,-84.69985,1331 ft,SC/KJ,2,5,2,S,L,12:32:00 PM,D,S,S,@,O,,605795,275671
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,206,3/3/2016,42.96598,-84.9367,1256 ft,SC/KJ,2,1,4,N,L,10:59:00 AM,C,B,K,@,W,,586584,268907
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,207,3/3/2016,42.97169,-84.93671,1246 ft,SC/KJ,2,1,4,N,L,10:59:00 AM,C,S,K,@,W,,586575,269541
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,208,3/3/2016,43.02501,-84.93664,1252 ft,SC/KJ,2,1,2,N,L,11:01:00 AM,B,S,S,@,W,,586503,275462
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,208,3/3/2016,43.02501,-84.93664,1252 ft,SC/KJ,2,1,2,N,L,11:01:00 AM,C,S,S,@,W,,586503,275462
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,209,3/3/2016,43.02864,-84.93665,1249 ft,SC/KJ,2,1,11,N,L,11:01:00 AM,A,S,S,@,W,,586497,275865
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,210,3/3/2016,43.0666,-84.9364,1243 ft,SC/KJ,2,1,15,N,L,11:03:00 AM,C,B,S,@,W,,586463,280081
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,211,3/3/2016,43.06914,-84.93634,1252 ft,SC/KJ,2,1,2,N,L,11:03:00 AM,C,B,S,@,O,,586464,280363
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,212,3/3/2016,43.11178,-84.93596,1267 ft,SC/KJ,2,1,12,N,L,11:05:00 AM,B,S,S,@,W,,586434,285098
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,213,3/3/2016,43.14454,-84.93543,1294 ft,SC/KJ,2,1,16,N,L,11:06:00 AM,A/B,S,S,@,W,ABOUT 7 IN DISTANCE A,586429,288736
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,214,3/3/2016,43.14461,-84.93575,1249 ft,SC/KJ,2,1,11,S,L,11:08:00 AM,A,S,S,@,W,,586403,288744
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,215,3/3/2016,43.13937,-84.93568,1241 ft,SC/KJ,2,1,5,S,L,11:08:00 AM,B,S,S,@,W,,586416,288162
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,216,3/3/2016,43.13381,-84.93577,1259 ft,SC/KJ,2,1,8,S,L,11:08:00 AM,D,S,S,@,O/SHRUB,,586417,287544
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,217,3/3/2016,43.11959,-84.93586,1245 ft,SC/KJ,2,1,3,S,L,11:09:00 AM,C,S,S,@,O,,586430,285965
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,218,3/3/2016,43.11412,-84.93598,1248 ft,SC/KJ,2,1,9,S,L,11:09:00 AM,C,S,S,@,W,,586429,285358
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,219,3/3/2016,43.0985,-84.93619,1236 ft,SC/KJ,2,1,6,S,L,11:10:00 AM,D,S,S,@,W,,586434,283623
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,220,3/3/2016,43.06366,-84.93655,1215 ft,SC/KJ,2,1,3,S,L,11:11:00 AM,D,S,S,P,O,,586455,279754
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,221,3/3/2016,42.98805,-84.93608,1203 ft,SC/KJ,2,1,4,S,L,11:14:00 AM,B,B,S,@,W,,586602,271359
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,222,3/3/2016,42.97893,-84.93587,1206 ft,SC/KJ,2,1,3,S,L,11:15:00 AM,C,S,S,@,O,,586633,270346
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,223,3/3/2016,42.97039,-84.93631,1226 ft,SC/KJ,2,1,6,S,L,11:15:00 AM,B,B,S,@,W,,586609,269398
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,224,3/3/2016,42.9936,-84.87701,1247 ft,SC/KJ,2,2,1,N,L,11:19:00 AM,A,B,S,@,W,,591409,272039
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,225,3/3/2016,43.00046,-84.87717,1236 ft,SC/KJ,2,2,5,N,L,11:19:00 AM,B,S,S,@,O,,591386,272801
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,226,3/3/2016,43.01157,-84.87721,1238 ft,SC/KJ,2,2,3,N,L,11:19:00 AM,A,S,S,@,W,,591366,274034
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,227,3/3/2016,43.01931,-84.87704,1230 ft,SC/KJ,2,2,1,N,L,11:20:00 AM,D,S,S,P,W,,591368,274894
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,228,3/3/2016,43.02652,-84.87683,1226 ft,SC/KJ,2,2,15,N,L,11:20:00 AM,C,B,S,@,W,,591374,275695
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,229,3/3/2016,43.0412,-84.87704,1264 ft,SC/KJ,2,2,9,N,L,11:20:00 AM,A,S,S,@,W,,591334,277325
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,230,3/3/2016,43.04407,-84.8771,1270 ft,SC/KJ,2,2,1,N,L,11:21:00 AM,C,B,S,@,O,,591325,277643
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,231,3/3/2016,43.05243,-84.87704,1274 ft,SC/KJ,2,2,5,N,L,11:21:00 AM,A,S,S,@,W,,591317,278572
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,231,3/3/2016,43.05243,-84.87704,1274 ft,SC/KJ,2,2,3,N,L,11:21:00 AM,B,S,S,@,W,,591317,278572
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,232,3/3/2016,43.08124,-84.87664,1287 ft,SC/KJ,2,2,3,N,L,11:22:00 AM,C,S,S,@,O,,591306,281771
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,233,3/3/2016,43.08434,-84.87677,1283 ft,SC/KJ,2,2,1,N,L,11:22:00 AM,D,S,S,@,O,,591291,282115
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,234,3/3/2016,43.09988,-84.87645,1313 ft,SC/KJ,2,2,5,N,L,11:23:00 AM,C,S,S,@,W,,591293,283841
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,235,3/3/2016,43.13527,-84.87627,1284 ft,SC/KJ,2,2,3,N,L,11:24:00 AM,C,B,S,@,W/SHRUB,,591254,287771
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,236,3/3/2016,43.14277,-84.87659,1278 ft,SC/KJ,2,2,5,N,L,11:25:00 AM,B,S,S,@,W,,591216,288603
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,236,3/3/2016,43.14277,-84.87659,1278 ft,SC/KJ,2,2,5,N,L,11:25:00 AM,D,S,S,@,O,,591216,288603
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,237,3/3/2016,43.14275,-84.87623,1231 ft,SC/KJ,2,2,4,S,L,11:27:00 AM,C,S,S,@,O,,591246,288602
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,238,3/3/2016,43.13861,-84.87632,1226 ft,SC/KJ,2,2,4,S,L,11:28:00 AM,C,B,S,@,O,,591245,288142
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,239,3/3/2016,43.09611,-84.87646,1203 ft,SC/KJ,2,2,3,S,L,11:29:00 AM,B,S,S,@,O,,591298,283423
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,240,3/3/2016,43.08254,-84.87652,1221 ft,SC/KJ,2,2,4,S,L,11:30:00 AM,D,S,S,@,O,,591314,281916
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,241,3/3/2016,43.03016,-84.87672,1215 ft,SC/KJ,2,2,2,S,L,11:32:00 AM,A,B,S,@,W,,591377,276099
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,241,3/3/2016,43.03016,-84.87672,1215 ft,SC/KJ,2,2,4,S,L,11:32:00 AM,B,B,S,@,W,,591377,276099
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,242,3/3/2016,42.99619,-84.87679,1207 ft,SC/KJ,2,2,8,S,L,11:33:00 AM,B,B,S,@,W,,591423,272327
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,242,3/3/2016,42.99619,-84.87679,1207 ft,SC/KJ,2,2,2,S,L,11:33:00 AM,C,S,S,@,O/SHRUB,,591423,272327
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,244,3/3/2016,42.99454,-84.81894,1200 ft,SC/KJ,2,3,2,N,L,11:37:00 AM,B,B,S,@,W,,596141,272210
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,245,3/3/2016,43.01411,-84.81881,1227 ft,SC/KJ,2,3,5,N,L,11:38:00 AM,E,S,S,P,O,,596120,274383
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,246,3/3/2016,43.05489,-84.81965,1230 ft,SC/KJ,2,3,3,N,L,11:40:00 AM,C,S,S,@,W,,595987,278910
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,247,3/3/2016,43.0595,-84.81929,1240 ft,SC/KJ,2,3,4,N,L,11:40:00 AM,C,S,S,@,W,,596009,279423
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,248,3/3/2016,43.07222,-84.81928,1234 ft,SC/KJ,2,3,2,N,L,11:40:00 AM,C,B,S,@,W,,595989,280835
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,249,3/3/2016,43.07851,-84.81908,1211 ft,SC/KJ,2,3,4,N,L,11:41:00 AM,D,S,S,@,W/EDGE,,595995,281534
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,250,3/3/2016,43.11247,-84.81868,1235 ft,SC/KJ,2,3,3,N,L,11:42:00 AM,D,S,S,@,O,,595974,285305
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,251,3/3/2016,43.12379,-84.81822,1234 ft,SC/KJ,2,3,3,S,L,11:48:00 AM,B,B,S,@,W,,595993,286563
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,252,3/3/2016,42.9971,-84.81868,1222 ft,SC/KJ,2,3,1,S,L,11:53:00 AM,D,M,S,@,W,,596158,272495
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,253,3/3/2016,42.99034,-84.81891,1205 ft,SC/KJ,2,3,8,S,L,11:53:00 AM,B,S,S,@,W,,596150,271744
3/3/2016,2,Maple River,Flat,Complete,2,Jacobs,,90,500,Waypoint,253,3/3/2016,42.99034,-84.81891,1205 ft,SC/KJ,2,3,15,S,L,11:53:00 AM,C,S,S,@,O,,596150,271744
