Record,Survey,Study_Area,Light,Snow,Sky_code,Pilot,Duration,Flight_spe,Altitude__,Header,Name,Date,lat,lon,Altitude,Time,Elevation,Observer,OBS,Transect,Group_Size,Heading_Di,Time1,Distance_C,Activity,Initial_Ob,At_or_Past,Cover,Notes,SiteID,X,Y
31,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,848,2/18/2014,43.08919,-84.70011,1356 ft,2/18/2014,,"KJ, SC",2,5,1,N,,A,,,,,,0,605660,282866
32,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,849,2/18/2014,43.09623,-84.69995,1331 ft,2/18/2014,,"KJ, SC",2,5,2,N,,A,,,,,,0,605661,283648
33,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,850,2/18/2014,43.15125,-84.69886,1316 ft,2/18/2014,,"KJ, SC",2,5,4,N,,A,,,,,,0,605653,289759
34,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,851,2/18/2014,43.15651,-84.69874,1343 ft,2/18/2014,,"KJ, SC",2,5,10,N,,B,,,,,,0,605653,290343
35,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,852,2/18/2014,43.19043,-84.69865,1373 ft,2/18/2014,,"KJ, SC",2,5,2,N,,B,,,,,,0,605601,294109
36,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,853,2/18/2014,43.15796,-84.69904,1269 ft,2/18/2014,,"KJ, SC",2,5,1,N,,A,,,,,,0,605626,290503
37,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,854,2/18/2014,43.14901,-84.69937,1248 ft,2/18/2014,,"KJ, SC",2,5,5,S,,A,,,,,,0,605615,289509
38,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,855,2/18/2014,43.09987,-84.69981,1156 ft,2/18/2014,,"KJ, SC",2,5,6,S,,B,,,,,,0,605666,284052
39,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,856,2/18/2014,43.06794,-84.70023,1204 ft,2/18/2014,,"KJ, SC",2,5,1,S,,B,,,,,,0,605688,280506
40,1,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,857,2/18/2014,43.05209,-84.70019,1234 ft,2/18/2014,,"KJ, SC",2,5,4,S,,B,,,,Pine forest,,0,605719,278746
73,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,858,2/24/2014,43.05991,-84.93633,1311 ft,2/24/2014,,"KJ, SC",2,1,3,N,,A,S,K,@,Open,,0,586478,279338
74,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,859,2/24/2014,43.11452,-84.93557,1334 ft,2/24/2014,,"KJ, SC",2,1,3,N,,B,B,K,p,,,0,586461,285403
75,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,860,2/24/2014,43.14086,-84.93563,1353 ft,2/24/2014,,"KJ, SC",2,1,3,N,,B,S,K,p,w,,0,586418,288327
76,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,861,2/24/2014,43.14618,-84.93559,1317 ft,2/24/2014,,"KJ, SC",2,1,3,S,,A,B,K,p,,,0,586414,288918
77,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,862,2/24/2014,43.14152,-84.93563,1320 ft,2/24/2014,,"KJ, SC",2,1,2,S,,B,S,K,@,w,,0,586417,288401
78,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,863,2/24/2014,43.11466,-84.9358,1312 ft,2/24/2014,,"KJ, SC",2,1,15,S,,B,B,S,@,w,,0,586442,285418
79,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,864,2/24/2014,43.09803,-84.93596,1314 ft,2/24/2014,,"KJ, SC",2,1,3,S,,C,B,K,@,w,,0,586453,283571
80,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,865,2/24/2014,43.06787,-84.93591,1318 ft,2/24/2014,,"KJ, SC",2,1,35,N,,B,B,K,@,w,circled once to count,0,586501,280222
81,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,866,2/24/2014,42.97078,-84.93601,1222 ft,2/24/2014,,"KJ, SC",2,1,6,S,,B,B,K,@,w,,0,586633,269441
82,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,867,2/24/2014,43.12028,-84.8759,1304 ft,2/24/2014,,"KJ, SC",2,2,4,N,,B,S,S,@,Open,,0,591307,286107
83,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,868,2/24/2014,43.14058,-84.87613,1322 ft,2/24/2014,,"KJ, SC",2,2,2,N,,B,S,K,@,w,,0,591257,288361
84,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,869,2/24/2014,43.09842,-84.87632,1272 ft,2/24/2014,,"KJ, SC",2,2,3,S,,B,B,K,@,w,,0,591306,283679
85,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,870,2/24/2014,42.99802,-84.8769,1230 ft,2/24/2014,,"KJ, SC",2,2,2,S,,A,B,S,@,w,,0,591411,272530
86,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,871,2/24/2014,43.00772,-84.8187,1301 ft,2/24/2014,,"KJ, SC",2,3,15,N,,D,B,S,@,W,,0,596139,273674
87,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,872,2/24/2014,43.07315,-84.81891,1245 ft,2/24/2014,,"KJ, SC",2,3,3,N,,C,S,S,@,W,,0,596018,280939
88,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,873,2/24/2014,43.07841,-84.81924,1244 ft,2/24/2014,,"KJ, SC",2,3,4,N,,B,M,K,@,W,,0,595982,281523
89,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,874,2/24/2014,42.98953,-84.81861,1305 ft,2/24/2014,,"KJ, SC",2,3,2,S,,A,B,K,@,W,,0,596176,271654
90,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,875,2/24/2014,43.07535,-84.759,1252 ft,2/24/2014,,"KJ, SC",2,4,1,N,,A,B,K,@,W,,0,600891,281255
91,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,876,2/24/2014,43.09658,-84.75859,1229 ft,2/24/2014,,"KJ, SC",2,4,25,N,,C,B,K,@,Open,,0,600889,283613
92,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,877,2/24/2014,43.10084,-84.75866,1244 ft,2/24/2014,,"KJ, SC",2,4,10,N,,B,S,K,@,W,,0,600876,284086
93,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,878,2/24/2014,43.07922,-84.75898,1196 ft,2/24/2014,,"KJ, SC",2,4,4,S,,B,S,S,@,W,,0,600886,281685
94,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,879,2/24/2014,43.05376,-84.69976,1296 ft,2/24/2014,,"KJ, SC",2,5,2,N,,C,S,S,@,W,,0,605751,278932
95,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,880,2/24/2014,43.08327,-84.69943,1293 ft,2/24/2014,,"KJ, SC",2,5,4,N,,B,B,K,@,W,,0,605726,282209
96,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,881,2/24/2014,43.06211,-84.70012,1256 ft,2/24/2014,,"KJ, SC",2,5,1,S,,B,M,K,@,W,,0,605707,279859
97,2,Maple River,flat,Full cover,2,Jacobs,,90,500,Waypoint,882,2/24/2014,43.05205,-84.70028,1249 ft,2/24/2014,,"KJ, SC",2,5,1,S,,B,S,K,@,Open,,0,605711,278742
114,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,883,2/26/2014,43.06094,-84.93633,1253 ft,2/26/2014,,"KJ, SC",2,1,1,N,,B,S,S,@,Open,,0,586477,279452
115,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,884,2/26/2014,43.0643,-84.93632,1274 ft,2/26/2014,,"KJ, SC",2,1,1,N,,C,S,K,@,Open,,0,586473,279825
116,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,885,2/26/2014,43.11297,-84.93569,1274 ft,2/26/2014,,"KJ, SC",2,1,4,N,,B,S,K,@,W,,0,586454,285230
117,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,886,2/26/2014,43.13909,-84.93554,1274 ft,2/26/2014,,"KJ, SC",2,1,4,N,,B,B,K,@,W,,0,586428,288131
118,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,886,2/26/2014,43.13909,-84.93554,1274 ft,2/26/2014,,"KJ, SC",2,1,5,N,,A,S,K,@,W,,0,586428,288131
119,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,887,2/26/2014,43.14748,-84.93568,1283 ft,2/26/2014,,"KJ, SC",2,1,2,S,,C,B,S,@,W,,0,586405,289062
120,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,888,2/26/2014,43.14239,-84.93574,1288 ft,2/26/2014,,"KJ, SC",2,1,1,S,,B,S,K,@,W,,0,586407,288497
121,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,889,2/26/2014,43.11492,-84.93583,1224 ft,2/26/2014,,"KJ, SC",2,1,15,S,,B,M,S,@,W,,0,586440,285447
122,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,890,2/26/2014,43.07434,-84.93626,1212 ft,2/26/2014,,"KJ, SC",2,1,4,S,,C,B,K,@,W,,0,586463,280940
123,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,891,2/26/2014,42.97,-84.93599,1182 ft,2/26/2014,,"KJ, SC",2,1,10,S,,B,S,S,@,W,,0,586636,269355
124,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,892,2/26/2014,43.12035,-84.87629,1256 ft,2/26/2014,,"KJ, SC",2,2,8,N,,C,S,K,@,W,EDGE,0,591275,286114
125,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,893,2/26/2014,43.14608,-84.87623,1262 ft,2/26/2014,,"KJ, SC",2,2,2,N,,C,M,S,P,Open,,0,591241,288971
126,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,894,2/26/2014,43.15175,-84.87601,1245 ft,2/26/2014,,"KJ, SC",2,2,1,N,,D,S,K,@,Open,,0,591250,289601
127,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,895,2/26/2014,43.1385,-84.87607,1193 ft,2/26/2014,,"KJ, SC",2,2,1,S,,B,B,S,P,W,,0,591265,288130
128,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,896,2/26/2014,42.99723,-84.87679,1186 ft,2/26/2014,,"KJ, SC",2,2,4,S,,B,S,K,@,W,RIVER,0,591422,272443
129,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,897,2/26/2014,42.99293,-84.8769,1163 ft,2/26/2014,,"KJ, SC",2,2,3,S,,B,S,K,@,W,,0,591419,271965
130,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,898,2/26/2014,42.99015,-84.81858,1263 ft,2/26/2014,,"KJ, SC",2,3,4,N,,A,S,S,@,Open,EDGE,0,596177,271723
131,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,899,2/26/2014,43.0085,-84.81868,1249 ft,2/26/2014,,"KJ, SC",2,3,7,N,,D,S,S,@,W,EDGE,0,596140,273761
132,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,900,2/26/2014,43.00357,-84.81876,1147 ft,2/26/2014,,"KJ, SC",2,3,1,S,,B,S,K,@,Open,EDGE,0,596141,273213
133,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,901,2/26/2014,42.99082,-84.819,1150 ft,2/26/2014,,"KJ, SC",2,3,18,S,,B,S,S,@,W,,0,596142,271797
134,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,902,2/26/2014,43.07784,-84.7589,1191 ft,2/26/2014,,"KJ, SC",2,4,3,N,,B,S,K,@,W,,0,600895,281532
135,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,903,2/26/2014,43.10002,-84.75873,1209 ft,2/26/2014,,"KJ, SC",2,4,7,N,,C,S,S,@,W,,0,600871,283995
136,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,904,2/26/2014,43.12483,-84.75882,1233 ft,2/26/2014,,"KJ, SC",2,4,3,S,,D,S,K,@,Open,,0,600822,286749
137,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,905,2/26/2014,43.05346,-84.69946,1261 ft,2/26/2014,,"KJ, SC",2,5,1,N,,B,S,K,@,W,,0,605776,278899
138,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,906,2/26/2014,43.08311,-84.69947,1267 ft,2/26/2014,,"KJ, SC",2,5,2,N,,C,B,S,@,Open,,0,605723,282192
139,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,907,2/26/2014,43.08517,-84.69943,1267 ft,2/26/2014,,"KJ, SC",2,5,3,N,,A,S,S,@,W,,0,605722,282420
140,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,908,2/26/2014,43.12636,-84.69984,1245 ft,2/26/2014,,"KJ, SC",2,5,1,N,,A,B,S,@,W,RIVER,0,605617,286994
141,3,Maple River,bright,Full cover,1,Jacobs,,90,500,Waypoint,909,2/26/2014,43.15251,-84.7,1213 ft,2/26/2014,,"KJ, SC",2,5,2,S,,A,S,S,@,Open,EDGE,0,605558,289897
173,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,910,3/3/2014,43.06183,-84.93639,1258 ft,3/3/2014,,"KJ, SC",2,1,1,N,,C,S,S,P,Open,"CORN, EDGE",0,586471,279551
174,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,911,3/3/2014,43.0646,-84.93644,1272 ft,3/3/2014,,"KJ, SC",2,1,1,N,,B,S,S,@,W,,0,586463,279858
175,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,912,3/3/2014,43.06919,-84.93649,1260 ft,3/3/2014,,"KJ, SC",2,1,12,N,,C,M,K,@,Open,,0,586452,280368
176,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,913,3/3/2014,43.11374,-84.93589,1346 ft,3/3/2014,,"KJ, SC",2,1,4,N,,B,B,K,@,W,,0,586436,285316
177,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,914,3/3/2014,43.1334,-84.93568,1327 ft,3/3/2014,,"KJ, SC",2,1,1,N,,C,S,S,@,Open,EDGE,0,586425,287499
178,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,915,3/3/2014,43.14004,-84.93548,1304 ft,3/3/2014,,"KJ, SC",2,1,4,N,,B,B,K,@,W,,0,586432,288236
179,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,916,3/3/2014,43.14677,-84.9355,1320 ft,3/3/2014,,"KJ, SC",2,1,8,N,,A,S,K,@,W,,0,586420,288984
180,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,917,3/3/2014,43.14675,-84.93556,1289 ft,3/3/2014,,"KJ, SC",2,1,1,S,,B,B,S,@,W,,0,586416,288981
181,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,918,3/3/2014,43.14349,-84.93548,1288 ft,3/3/2014,,"KJ, SC",2,1,4,S,,B,B,K,@,W,,0,586427,288620
182,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,919,3/3/2014,43.11415,-84.9359,1251 ft,3/3/2014,,"KJ, SC",2,1,4,S,,B,S,K,@,W,,0,586435,285361
183,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,920,3/3/2014,43.11213,-84.936,1249 ft,3/3/2014,,"KJ, SC",2,1,18,S,,B,B,K,@,W,EDGE,0,586430,285137
184,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,921,3/3/2014,43.09828,-84.93629,1263 ft,3/3/2014,,"KJ, SC",2,1,1,S,,B,S,K,@,Open,CORN,0,586426,283598
185,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,922,3/3/2014,43.06941,-84.93643,1234 ft,3/3/2014,,"KJ, SC",2,1,1,S,,A,S,S,@,Open,,0,586456,280393
186,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,923,3/3/2014,42.97008,-84.93591,1200 ft,3/3/2014,,"KJ, SC",2,1,4,S,,C,B,K,@,W,,0,586642,269364
187,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,924,3/3/2014,42.96673,-84.93571,1215 ft,3/3/2014,,"KJ, SC",2,1,6,S,,B,B,K,@,W,,0,586663,268992
188,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,925,3/3/2014,43.00485,-84.87707,1257 ft,3/3/2014,,"KJ, SC",2,2,1,N,,D,M,S,P,Open,,0,591387,273288
189,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,926,3/3/2014,43.11993,-84.87617,1256 ft,3/3/2014,,"KJ, SC",2,2,9,N,,C,S,S,@,W,EDGE,0,591285,286068
190,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,927,3/3/2014,43.12541,-84.87623,1256 ft,3/3/2014,,"KJ, SC",2,2,14,N,,D,M,K,@,Open,,0,591272,286676
191,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,928,3/3/2014,43.13653,-84.87614,1215 ft,3/3/2014,,"KJ, SC",2,2,1,N,,C,S,K,@,W,,0,591262,287911
192,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,929,3/3/2014,43.15506,-84.87618,1239 ft,3/3/2014,,"KJ, SC",2,2,3,N,,B,S,S,@,W,EDGE,0,591231,289969
193,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,930,3/3/2014,42.99375,-84.87674,1146 ft,3/3/2014,,"KJ, SC",2,2,1,S,,B,B,S,@,W,,0,591431,272056
194,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,931,3/3/2014,43.00781,-84.8188,1292 ft,3/3/2014,,"KJ, SC",2,3,7,N,,D,S,S,@,Open,EDGE,0,596131,273684
195,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,932,3/3/2014,43.07783,-84.81911,1235 ft,3/3/2014,,"KJ, SC",2,3,6,N,,C,S,K,@,W,,0,595994,281458
196,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,933,3/3/2014,43.06777,-84.81785,1112 ft,3/3/2014,,"KJ, SC",2,3,13,S,,B,S,S,@,W,,0,596113,280343
197,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,934,3/3/2014,43.05204,-84.81864,1245 ft,3/3/2014,,"KJ, SC",2,3,6,S,,C,S,S,@,W,,0,596073,278595
198,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,934,3/3/2014,43.05204,-84.81864,1245 ft,3/3/2014,,"KJ, SC",2,3,8,S,,D,S,S,@,Open,,0,596073,278595
199,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,935,3/3/2014,43.03434,-84.81896,1232 ft,3/3/2014,,"KJ, SC",2,3,5,S,,B,B,S,@,W,,0,596076,276629
200,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,936,3/3/2014,43.02884,-84.81892,1221 ft,3/3/2014,,"KJ, SC",2,3,3,S,,D,M,K,@,Open,,0,596088,276019
201,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,937,3/3/2014,43.00183,-84.81869,1230 ft,3/3/2014,,"KJ, SC",2,3,1,S,,A,S,S,@,Open,,0,596150,273020
202,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,938,3/3/2014,42.99078,-84.81875,1248 ft,3/3/2014,,"KJ, SC",2,3,25,S,,B,B,S,@,W,,0,596162,271793
203,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,939,3/3/2014,43.02006,-84.75947,1295 ft,3/3/2014,,"KJ, SC",2,4,1,N,,C,B,S,P,W,,0,600945,275115
204,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,940,3/3/2014,43.09971,-84.75888,1199 ft,3/3/2014,,"KJ, SC",2,4,4,N,,A,B,K,@,W,,0,600860,283960
205,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,941,3/3/2014,43.18815,-84.75818,1223 ft,3/3/2014,,"KJ, SC",2,4,1,N,,D,S,S,@,Open,NO ACTIVITY LISTED,0,600768,293781
206,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,942,3/3/2014,43.0034,-84.75948,1266 ft,3/3/2014,,"KJ, SC",2,4,2,S,,C,S,S,@,Open,,0,600972,273265
207,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,943,3/3/2014,43.06677,-84.69999,1202 ft,3/3/2014,,"KJ, SC",2,5,2,N,,B,S,K,@,W,,0,605709,280377
208,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,944,3/3/2014,43.08543,-84.69986,1270 ft,3/3/2014,,"KJ, SC",2,5,1,N,,B,B,S,@,W,,0,605687,282449
209,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,945,3/3/2014,43.08687,-84.69991,1256 ft,3/3/2014,,"KJ, SC",2,5,6,N,,B,S,S,@,W,,0,605680,282609
210,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,946,3/3/2014,43.15167,-84.69985,1261 ft,3/3/2014,,"KJ, SC",2,5,5,N,,A,S,K,@,Open,,0,605572,289804
211,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,947,3/3/2014,43.06114,-84.7001,1244 ft,3/3/2014,,"KJ, SC",2,5,7,S,,B,B,S,@,W,,0,605710,279751
212,4,Maple River,bright,Full cover,0,Jacobs,,90,500,Waypoint,948,3/3/2014,43.05361,-84.69998,1231 ft,3/3/2014,,"KJ, SC",2,5,3,S,,C,S,K,@,Open,EDGE,0,605733,278915
